0.00.093.628 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.093.684 I srv          init: The UI is disabled
0.00.093.684 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.093.756 W srv  llama_server: -----------------
0.00.093.757 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.093.757 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.093.758 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.093.758 W srv  llama_server: -----------------
0.00.099.383 I srv    load_model: loading model 'C:\Users\slb\.ollama\models\blobs\sha256-ba0c5dee3026dccf7126b90f1fbb10f2916d540aad470eb0c03da68734dbe10a'
0.00.906.455 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.906.469 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.906.489 W model has unused tensor blk.64.attn_q.weight (size = 35389440 bytes) -- ignoring
0.00.906.496 W model has unused tensor blk.64.attn_k.weight (size = 2949120 bytes) -- ignoring
0.00.906.503 W model has unused tensor blk.64.attn_v.weight (size = 2949120 bytes) -- ignoring
0.00.906.530 W model has unused tensor blk.64.attn_output.weight (size = 17694720 bytes) -- ignoring
0.00.906.537 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.906.545 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.906.552 W model has unused tensor blk.64.ffn_gate.weight (size = 50135040 bytes) -- ignoring
0.00.906.559 W model has unused tensor blk.64.ffn_down.weight (size = 50135040 bytes) -- ignoring
0.00.906.567 W model has unused tensor blk.64.ffn_up.weight (size = 50135040 bytes) -- ignoring
0.00.906.576 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 29491200 bytes) -- ignoring
0.00.906.584 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.906.591 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.906.614 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.06.710.798 I cmn          init: llama threadpool init, n_threads = 8
0.06.861.840 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 24576, kv_unified = 'false'
0.06.867.336 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.06.867.356 I srv  llama_server: model loaded
0.06.867.358 I srv  llama_server: listening on http://127.0.0.1:18080
0.08.611.689 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.08.611.767 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
0.11.653.821 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5152, progress = 0.23, t =   3.04 s / 1693.62 tokens per second
0.11.932.894 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   5664, progress = 0.25, t =   3.32 s / 1705.46 tokens per second
0.12.213.225 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6176, progress = 0.27, t =   3.60 s / 1714.88 tokens per second
0.12.492.294 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6688, progress = 0.29, t =   3.88 s / 1723.50 tokens per second
0.12.769.696 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7200, progress = 0.31, t =   4.16 s / 1731.64 tokens per second
0.13.063.363 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   7712, progress = 0.34, t =   4.45 s / 1732.43 tokens per second
0.13.341.465 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8224, progress = 0.36, t =   4.73 s / 1738.81 tokens per second
0.13.631.923 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8736, progress = 0.38, t =   5.02 s / 1740.20 tokens per second
0.13.911.063 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9248, progress = 0.40, t =   5.30 s / 1745.15 tokens per second
0.14.203.719 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   9760, progress = 0.43, t =   5.59 s / 1745.38 tokens per second
0.14.508.723 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10272, progress = 0.45, t =   5.90 s / 1741.93 tokens per second
0.14.815.967 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10784, progress = 0.47, t =   6.20 s / 1738.19 tokens per second
0.15.110.667 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11296, progress = 0.49, t =   6.50 s / 1738.15 tokens per second
0.15.403.646 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  11808, progress = 0.52, t =   6.79 s / 1738.56 tokens per second
0.15.682.325 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12320, progress = 0.54, t =   7.07 s / 1742.44 tokens per second
0.16.001.536 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12832, progress = 0.56, t =   7.39 s / 1736.46 tokens per second
0.16.341.642 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13344, progress = 0.58, t =   7.73 s / 1726.30 tokens per second
0.16.639.910 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  13856, progress = 0.61, t =   8.03 s / 1725.94 tokens per second
0.16.950.778 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14368, progress = 0.63, t =   8.34 s / 1722.99 tokens per second
0.17.277.422 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14880, progress = 0.65, t =   8.67 s / 1717.13 tokens per second
0.17.604.470 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15392, progress = 0.67, t =   8.99 s / 1711.62 tokens per second
0.17.930.505 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  15904, progress = 0.69, t =   9.32 s / 1706.68 tokens per second
0.18.259.750 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16416, progress = 0.72, t =   9.65 s / 1701.50 tokens per second
0.18.590.571 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16928, progress = 0.74, t =   9.98 s / 1696.40 tokens per second
0.18.918.664 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17440, progress = 0.76, t =  10.31 s / 1692.08 tokens per second
0.19.258.369 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  17952, progress = 0.78, t =  10.65 s / 1686.18 tokens per second
0.19.553.800 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18464, progress = 0.81, t =  10.94 s / 1687.44 tokens per second
0.19.859.897 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18976, progress = 0.83, t =  11.25 s / 1687.04 tokens per second
0.20.168.496 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19488, progress = 0.85, t =  11.56 s / 1686.29 tokens per second
0.20.480.407 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20000, progress = 0.87, t =  11.87 s / 1685.12 tokens per second
0.20.802.295 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20512, progress = 0.90, t =  12.19 s / 1682.62 tokens per second
0.21.113.111 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21024, progress = 0.92, t =  12.50 s / 1681.74 tokens per second
0.21.426.649 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  21536, progress = 0.94, t =  12.81 s / 1680.55 tokens per second
0.21.770.969 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22048, progress = 0.96, t =  13.16 s / 1675.49 tokens per second
0.22.069.689 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22385, progress = 0.98, t =  13.46 s / 1663.34 tokens per second
0.22.362.653 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22893, progress = 1.00, t =  13.75 s / 1664.84 tokens per second
0.22.722.232 I slot print_timing: id  0 | task 0 | prompt eval time =   13982.46 ms / 22897 tokens (    0.61 ms per token,  1637.55 tokens per second)
0.22.722.239 I slot print_timing: id  0 | task 0 |        eval time =     127.98 ms /     6 tokens (   25.60 ms per token,    39.07 tokens per second)
0.22.722.240 I slot print_timing: id  0 | task 0 |       total time =   14110.44 ms / 22903 tokens
0.22.722.241 I slot print_timing: id  0 | task 0 |    graphs reused =          4
0.22.722.725 I slot      release: id  0 | task 0 | stop processing: n_tokens = 22902, truncated = 0
0.22.775.369 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.999
0.22.775.531 I slot launch_slot_: id  0 | task 53 | processing task, is_child = 0
0.23.345.510 I slot print_timing: id  0 | task 53 | prompt eval time =     433.71 ms /   512 tokens (    0.85 ms per token,  1180.51 tokens per second)
0.23.345.518 I slot print_timing: id  0 | task 53 |        eval time =     136.25 ms /     7 tokens (   22.71 ms per token,    44.04 tokens per second)
0.23.345.519 I slot print_timing: id  0 | task 53 |       total time =     569.96 ms /   519 tokens
0.23.345.520 I slot print_timing: id  0 | task 53 |    graphs reused =          9
0.23.345.956 I slot      release: id  0 | task 53 | stop processing: n_tokens = 22903, truncated = 0
0.23.419.970 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.999
0.23.420.124 I slot launch_slot_: id  0 | task 62 | processing task, is_child = 0
0.23.993.853 I slot print_timing: id  0 | task 62 | prompt eval time =     437.50 ms /   512 tokens (    0.85 ms per token,  1170.27 tokens per second)
0.23.993.859 I slot print_timing: id  0 | task 62 |        eval time =     136.21 ms /     7 tokens (   22.70 ms per token,    44.05 tokens per second)
0.23.993.861 I slot print_timing: id  0 | task 62 |       total time =     573.71 ms /   519 tokens
0.23.993.862 I slot print_timing: id  0 | task 62 |    graphs reused =         14
0.23.994.281 I slot      release: id  0 | task 62 | stop processing: n_tokens = 22903, truncated = 0
0.24.048.419 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.999
0.24.048.571 I slot launch_slot_: id  0 | task 71 | processing task, is_child = 0
0.24.617.557 I slot print_timing: id  0 | task 71 | prompt eval time =     454.42 ms /   513 tokens (    0.89 ms per token,  1128.91 tokens per second)
0.24.617.564 I slot print_timing: id  0 | task 71 |        eval time =     114.55 ms /     6 tokens (   22.91 ms per token,    43.65 tokens per second)
0.24.617.565 I slot print_timing: id  0 | task 71 |       total time =     568.97 ms /   519 tokens
0.24.617.566 I slot print_timing: id  0 | task 71 |    graphs reused =         18
0.24.617.944 I slot      release: id  0 | task 71 | stop processing: n_tokens = 22903, truncated = 0
0.24.666.965 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.999
